0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
"NEVER USE FLIPKART ABSOLUTELY NEVER
My order is in the same place as 1 week ago and there is no way to know what th… https://t.co/rtB05JbdcS","                                   
                                 1                                             …      :// .  /   05     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@MENTAL_HARSH @Flipkart @flipkartsupport Do something @flipkartsupport @Flipkart, _                          ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @flipkartsupport @PiyushGoyal I hv ordered a mobile on 24th July. My product is not being delivered on 27… https://t.co/8PXiVcs5LQ,                               24       .                                      27…      :// .  /8      5  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @Flipkart @flipkartsupport mera parcel kaha hai??
Solution nikla nahi lagta... Apka sabun slow hai kya sir??","                          ??
                         ...                            ??",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart please make sure tht your sellers are authentic. Purchased goods of some quality, however when I opened i… https://t.co/wc1aqdkCHX","                                                 .                                ,                        …      :// .  /  1       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Worst service by @Flipkart @flipkartsupport .
In the fast moving world why @Flipkart delivery is so slow that it ca… https://t.co/zsH0r7tbWD","                     .
                                                             …      :// .  /   0 7    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@TinaDut26961785 @Flipkart @amazonIN @itsSSR SSR Untainted By SmearCampaign https://t.co/dA58C28iYM, 26 61785                                           :// .  /  58 28   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@rohitorange @pawanchitta @madebygoogle @Flipkart Searched it in Flipkart,                               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@nothing @getpeid @nothingsupport @buildingnothing @Flipkart @flipkartsupport I can't understand the customer servi… https://t.co/AFgOWIuhv4,                 '                               …      :// .  /         4,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @jagograhakjago @RBI @Flipkart @_Kalyan_K A tech company says due to technical error they can’t de… https://t.co/cy17cSNPlK,        @_      _                                                     ’    …      :// .  /  17      ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Flipkart service is pathetic i have ordered a earbuds but today is the delivery date but product has not been shipp… https://t.co/Y6P0ylDH01,                                                                                                                   …      :// .  / 6 0    01,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @flipkartsupport @Flipkart OD125471348694158000 i didn't receive the delivery. Its been 2 weeks no… https://t.co/KBGCPJpdWo,        1254713486 4158000       '                      .          2         …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Infinix_Mobile @InfinixIndia  @Flipkart @amazonIN infinix mobile sabse kharab company hai main lekar isko phas gay… https://t.co/xX7tDKXdCj, _                                                                              …      :// .  /  7       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Flipcart my account has been closed since 1 year and it has ₹5500 in violet.,                                            1                 ₹5500          .,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Stunning watch designs, available in a variety of dial &amp; strap colours.⌚️

Shop now on #Myntra &amp; #Flipkart 🛍🛒
For m… https://t.co/jVsjt4L8hn","                      ,                                &   ;              .⌚️

            #       &   ; #         🛍🛒
     …      :// .  /     4 8  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @jagograhakjago @RBI @Flipkart @_Kalyan_K Parvesh the cheater who called today also refused my req… https://t.co/wWYmM1aaJ4,        @_      _                                                          …      :// .  /     1   4,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@TinaDut26961785 @Flipkart @amazonIN @itsSSR Exactly... 
SSR Untainted By SmearCampaign"," 26 61785              ... 
                              ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
As per the above screenshot you can see that how they @Flipkart @flipkartsupport regularly send me a messages and m… https://t.co/6NJtDc6jqK,                                                                                            …      :// .  /6     6   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Enough is enough!!
@Flipkart @amazonIN stop defaming a deceased over ur business propaganda!Who has given u d right… https://t.co/WyBg9PnTj7","                !!
                                                        !                       …      :// .  /         7",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @TheOfficialSBI my refund has not been credited. Please resolve my issue. https://t.co/6zOyU33hdM,                                   .                        .      :// .  /6    33   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Quadri_Editor @amazonIN @Flipkart @bbcliveindia सही बात, इन लोगो के खिलाफ कार्यवाही होनी चाहिए।"," _             सही बात, इन लोगो के खिलाफ कार्यवाही होनी चाहिए।",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Shubham_1176 @Flipkart @flipkartsupport It's First Time🥲 Let's See Till Now It's Approved But Can't Say About Pickup Boy If He Rejects😐, _1176       '            🥲    '                 '                  '                                    😐,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @jagograhakjago @RBI @Flipkart @_Kalyan_K Goutam promised to send email instead posted message to… https://t.co/EoSPDB2AbO,        @_      _                                                         …      :// .  /      2   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport You all are a big thief (chor). Always fooling customers. @Flipkart @consumerforum_ @KirenRijiju… https://t.co/PNrvNfNQVf,                          (    ).                         .    _  …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @nothing I've ordered my phone on 13 Aug &amp; it is not delivered yet.was to b delivered by 27Aug but is del… https://t.co/nFo1efLN1x,     '                       13     &   ;                        .                      27              …      :// .  /   1    1 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart my account block
So, please my account unblock me","                  
  ,                             ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart @flipkartsupport 
I'm unable to login Gmail on new phone as it is asking approval sent on old phone ( exc… https://t.co/veAkMZCmXg","    
 '                                                                                (    …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Hey @flipkartsupport @Flipkart 
Will you deliver mention product or not 
Delivery time was 22 july now 28 but still… https://t.co/I9V7wdq5zF","        
                                        
                  22          28          …      :// .  /   7   5  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@ekartlogistics @_Kalyan_K @Flipkart awb # SRTP8868909978 product not received. Delivery person Manikantha R took O… https://t.co/9Z8TkRQ0dC,  @_      _        #     8868 0  78                     .                                    …      :// .  /  8    0  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport 
I had an order of poco f4 5g with exchange after my old phone got checked i had to pay… https://t.co/vAvJxTERJV","    
                        4 5                                                           …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Mohinee14: @imrudrabha @Flipkart @withoutthemind @divinemitz @soniaRainaV @FlipkartStories @flipkartsupport #BOYCOTTFlipkart,               #               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart Parcel ka wait kar Raha hu
Lekin mera to account hi block kr diye","                            
                                      ",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart आदरणीय अधिकारी महोदय,,, मैं एक समान लौटाया,,, और लौटाये हुए तीन दिन बीत गया,,, लेकिन मेरा पैसा अभी तक मु… https://t.co/23Gci2fynV","  आदरणीय अधिकारी महोदय,,, मैं एक समान लौटाया,,, और लौटाये हुए तीन दिन बीत गया,,, लेकिन मेरा पैसा अभी तक मु…      :// .  /23   2    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Simple_SSR: @imrudrabha @Flipkart @withoutthemind @divinemitz @soniaRainaV @FlipkartStories @flipkartsupport How dare they print the pi…,                                         …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@flipkartsupport @Flipkart without even giving any resolution my issues are marked as resolved... What is this?? Po… https://t.co/XOj53Ukodq,                                                                       ...             ??   …      :// .  /   53     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @Soumyajit2029: #BoycottFlipkart Because Brand Ambassador of @Flipkart is @aliaa08 so also Boycott For that too 
@flipkartsupport we don…"," #                                                  8                              
        …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Anmol_Kumar444 @Flipkart @flipkartsupport कृपया @flipkartsupport इसका संज्ञान ले।, _     444     कृपया   इसका संज्ञान ले।,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Hi sir
My flipkart account has been blocked.i never violate it's terms of service or its privacy policy.please revi… https://t.co/YGnDWXB6Zm","      
                                    .                  '                                        .           …      :// .  /       6  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Monoswee_Nath @flipkartsupport @Flipkart @nothing @getpeid https://t.co/EhTLWSlTaR, _                  :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Debasish_2002 @akashbgbr @GyanTherapy @Flipkart @flipkartsupport @nothing @buildingnothing @nothingsupport… https://t.co/4wFcWO1Dkl, _2002              …      :// .  /4     1   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@myntra I ordered loafers frm Myntra on 19 July. It wasn't deliver to me &amp; mrkd as delivered in portal.Called 8 tim… https://t.co/koDaCNuGmJ,                                  1      .        '                &   ;                            .       8    …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart what kind of weird service are you giving shipped working product. And now from past 3 days explaining cu… https://t.co/yi2EWOYPz2,                                                                   .                   3                   …      :// .  /  2      2,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@11UEI043 @Flipkart @flipkartsupport @Apple @_Kalyan_K @tim_cook Please don't purchase #iPhone13. Purchased on 26 J… https://t.co/2UjB1R8OxI,@11   043       @_      _   _               '           #      13.              26  …      :// .  /2   1 8   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@ranjeetchauhann @Flipkart Same on @Flipkart 🔥🔥😡,              🔥🔥😡,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"My product was missing in help me please pleases
ऑर्डर आईडी - OD225558931258486000
@flipkartsupport @Flipkart","                                                
ऑर्डर आईडी     225558 31258486000
   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @ChandraNandi3: #BoycottFlipkart

@Flipkart The case is under investigation.. How can you allow such things!! How dare you! He's not a d…"," #               

                                 ..                              !!             !   '         …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Ganjoo_Varun @Flipkart @flipkartsupport Hope you'll refund/replacement.
My experience with flipkart is bad 😂"," _                  '         /           .
                                   😂",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@myntra this is very poor you are not delivering on time without any reason, learn something from @amazonIN… https://t.co/MTNMh7NCD9","                                                                     ,                       …      :// .  /     7    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
I need my pre-pass amount back. I'm not gonna leave this. You guys cancelled the order. How can I re-order the phon… https://t.co/mec64TyBco,                              .  '                      .                             .                            …      :// .  /   64     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport Hi @Flipkart @flipkartsupport  nothing happen to this.... May I expect my money back?,                                ....                           ?,0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @ShamimDream: @consumerforum_  Dear How can I register complaint for not delivery of my product after deducting my money. I have ordered…,  _                                                                                           .               …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@AweShadySome @Flipkart @flipkartsupport 😂😂😂😂😂😂😂,      😂😂😂😂😂😂😂,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart @flipkartsupport the Flipkart delivery guy desperately try to prove that there is bent on this phone, whe… https://t.co/kwBo7m5AUY","                                                                                       ,    …      :// .  /    7 5   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@FlipkartStories @Flipkart @_Kalyan_K @myntra @Cleartrip @rajneeeshkumar @WalmartInc Read carefully!
 Hi I am sunny… https://t.co/71s6P2l9sP","    @_      _                        !
              …      :// .  /71 6 2    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@consumerforum_  Dear How can I register complaint for not delivery of my product after deducting my money. I have… https://t.co/ZxYfrDvONX, _                                                                                           .       …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @BandBajaateRaho @_sachinbansal @Flipkart 
Still pending no resolution received yet really shamele… https://t.co/lAj2xfD6AY","    @_               
                                                       …      :// .  /   2   6  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@ranjeetchauhann @Flipkart Same on @Flipkart,             ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@getpeid @buildingnothing  @Flipkart What exactly is the point of the ""pre order"" if I haven't even received the ph… https://t.co/xAx0TxwoMO","                                        ""         ""           '                      …      :// .  /   0      ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
RT @Surabhi45343183: This Tshirt 👇alone has more IQ combined than the whole of #Bollywood. Don't be a JERK @amazonIN &amp; @Flipkart. Remove th…,             👇                                             #         .    '              &   ;  .          …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @AdiriitAadi: @Flipkart Your executives use to disconnect the when someone ask them to transfer the call to supervisor,                                                                                                 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @flipkartsupport I understand pain and business to issue invoice. Thank you for your kind support https://t.co/ThkKlzuMhX,                                                   .                                      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @jagograhakjago @RBI @Flipkart @_Kalyan_K Every time I write on Twitter or to CC they promise to r… https://t.co/r5MMwTCUC2,        @_      _                                                          …      :// .  / 5       2,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@DGawhade @Flipkart Ekart ki website se track kroge to nearest hub se return ho rha hai,                                                                       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart my order is OD225481157219362000, you guys are just fooling around by making wrong commitments. I’m just… https://t.co/LoNCTbz6UV","                22548115721 362000,                                                             .  ’      …      :// .  /       6  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
#Flipkart #flipkartsupport #flipkartscam #kalyankrishnamurthy #binnybansal #sachinbansal,#         #                #             #                    #            #            ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @pradeeppaikra11: Hi @Flipkart @flipkartsupport  please help me to pick up my 2 product which has been cancelled by your team and as a r…,                                      2                                                         …,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RT @DGawhade: @Flipkart Nhi aaya order... https://t.co/0GWLRPJOhG,                 ...      :// .  /0         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Hi @Flipkart @flipkartsupport  please help me to pick up my 2 product which has been cancelled by your team and as… https://t.co/3zfVn7GrdT,                                     2                                                     …      :// .  /3    7    ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart https://t.co/DNDwydHc5K,       :// .  /        5 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @jagograhakjago @RBI @Flipkart @_Kalyan_K My order hasn’t been delivered 4 2mths, when I raise iss… https://t.co/8oWgedOarM","        @_      _               ’                 4 2    ,                 …      :// .  /8         ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart the issue with double payment refund on my order of Rs.1900/-has been going round &amp; roun… https://t.co/FhfBLMF7rU,                                                          .1 00/                      &   ;     …      :// .  /       7  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@nothing @flipkartsupport @Flipkart I’ve purchased preorder pass for phone 1,booked it but later cancelled it as it… https://t.co/JRcuFfugQl","       ’                                     1,                                      …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Apne ap hi pickup cancel ho jata he... Or oder do kuch ata he dusra product.... Sale company bhar me chal… https://t.co/n4g7fDmS33,                                     ...                                     ....                          …      :// .  / 4 7    33,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport @ConsumerReports @FlipkartStories My COD is deactivated for any product or at any pincod… https://t.co/2HaeCHitsy,                                                              …      :// .  /2         ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart it's almost 24 hours and let me tell you i have tried with the option of exchange i am not able to buy pi… https://t.co/FIXqWRNQSy,    '         24                                                                                           …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @jagograhakjago @RBI @Flipkart @_Kalyan_K refer this issue I’ve been facing 4 almost 2mths. Ur sta… https://t.co/6M113dLBze,        @_      _                    ’               4        2    .       …      :// .  /6 113     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart What an strategy @Flipkart,                    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @mrlazzy1991: @Flipkart @flipkartsupport @madebygoogle 
I have ordered pixel 6a in chalk colour for 6 time and seller cancle my order ev…","       
                     6                      6                                   …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @p_saha98: @flipkartsupport @Flipkart 
Hello sir My account blocked in 26 th July. today 28 th July but there was no resolution provide…","     
                                26        .       28                                            …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport @Flipkart 
Hello sir My account blocked in 26 th July. today 28 th July but there was no resolutio… https://t.co/LtCvQcjgIF","    
                                26        .       28                                   …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Then you will say our policy doesn’t allow us to return the item so we can’t do it,                                    ’                                       ’       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Recently brought new sim card when ever I am trying to login/singup with my new number it's showing flipkart accoun… https://t.co/7Y603e8XTx,                                                            /                            '                         …      :// .  /7 603 8   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Your policy says uninstallation is required for a product which was never installed and your vendor says… https://t.co/Z2OLC7Mu4U,                                                                                                          …      :// .  / 2   7  4 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@rajapolavarapu @Flipkart @flipkartsupport Product not delivered issue since July 25th
No resolution nothing
They s… https://t.co/48VJpxrCKl","                                             25  
                     
      …      :// .  /48        ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @vishwaj57726396: @Flipkart  @flipkartsupport  Great service without attempt of deliver, flipkart write customer rejected in remarks. ht…","                                               ,                                            .   …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Order Id : OD225484610676917000
Please deliver my product I can't touch with your @flipkartsupport 
I am tired to c… https://t.co/7jaVTfEDeA","         :   225484610676 17000
                               '                    
               …      :// .  /7         ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart  @flipkartsupport  Great service without attempt of deliver, flipkart write customer rejected in remarks. https://t.co/qdNFTUBAjE","                                              ,                                            .      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart Dear Sir/Mam,
Today I have received a call from your CCE after raised a request form my side. She was unp… https://t.co/Ei8NXxo8wU","          /   ,
                                                                              .            …      :// .  /  8    8  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart hey my packet yet not delivered. Can you please help to deliver urgently,                                 .                                        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @flipkartsupport received 5 damaged cashew packets from Flipkart raised callback request still didn't get… https://t.co/9j53ynGTqb,             5                                                                        '     …      :// .  /  53      ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
What is this @Flipkart ? How does a Flipkart Plus customer reach your 24x7 support? Trying since 30 mins same error… https://t.co/rl1tdRXG2D,               ?                                              24 7        ?              30                …      :// .  /  1     2 ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport @Flipkart @flipkartsupport कल भी यह ऑर्डर सात बजे तक आ रहा था। 7:00 बजे के बाद दिखाने लगा कि आज जा… https://t.co/MoLfZ9ErOC,      कल भी यह ऑर्डर सात बजे तक आ रहा था। 7:00 बजे के बाद दिखाने लगा कि आज जा…      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @flipkartsupport Dear Flipkart once again your company looks like robbed me i ordered something from your… https://t.co/u2lEaTP8fJ,                                                                                            …      :// .  / 2     8  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkart @OPPOIndia still no clear message from flipkart when will i be getting my reno8pro. https://t.co/ecpV8MhJZU,                                                                       8   .      :// .  /    8     ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"Such a poor experience with @flipkartsupport for their Smartbuy product line.
Have been trying to reach for more th… https://t.co/7UHOAmiNz5","                                                             .
                                     …      :// .  /7        5",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart #OD125464659296276000
When will I get this order ?
I ordered 7 grocery items and all of them were cancell… https://t.co/CXYopCWLH7","  #  12546465 2 6276000
                           ?
          7                                           …      :// .  /         7",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"It's High Time For Right Change 
Boycott Of All Nagative Brands And Websites 
Shame On You @Flipkart… https://t.co/iR7G6VQbt2","  '                             
                                            
              …      :// .  /  7 6    2",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@realmeTechLife @Flipkart Super super 🥰,                🥰,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Flipkart @flipkartsupport @FlipkartSellers dear team Why our order delay so many time. This order expected deliver… https://t.co/ClC4fgJJRA,                                                .                            …      :// .  /   4      ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart मुझे मेरा फ़ोन का सलूशन नहीं मिल रहा है और बात करते है बढ़िया सर्विस का फ्लिपकार्ट फ्रॉड है,  मुझे मेरा फ़ोन का सलूशन नहीं मिल रहा है और बात करते है बढ़िया सर्विस का फ्लिपकार्ट फ्रॉड है,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart OD125556184807923000 &gt; supposed to deliver on July-25. The delivery guy calls up says they cannot deliver… https://t.co/AugTizUnmv,    125556184807 23000 &  ;                             25.                                                   …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart OD125556184807923000 &gt; supposed to deliver on July-25. The delivery guy calls up says they cannot deliver… https://t.co/gZdFBpSNwf,    125556184807 23000 &  ;                             25.                                                   …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@_Kalyan_K @flipkartsupport @Flipkart  hello ceo sir Flipkart cancellation services was very wrost totally waste… https://t.co/9NnMllxPX0,@_      _                                                                                …      :// .  /         0,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart मुझे मेरा फ़ोन का सलूशन नहीं मिल रहा है और बात करते है बढ़िया सर्विस का,  मुझे मेरा फ़ोन का सलूशन नहीं मिल रहा है और बात करते है बढ़िया सर्विस का,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Delhivery had some excuse or the other &amp; shocking that #Delhivery did NOT return the parcel back to the vendor eit… https://t.co/2T1POaN5Jz,                               &   ;               #                                                          …      :// .  /2 1    5  ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport Will u pickup the order or not @Flipkart @flipkartsupport also I want strict action against pickup… https://t.co/0rZ6C83Bj6,                                                                             …      :// .  /0  6 83  6,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"On a public forum, you can immediately respond to the customer however in private chat,why are you taking forever t… https://t.co/Arb9OSGdlM","                 ,                                                                    ,                            …      :// .  /          ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@_Kalyan_K @Flipkart @flipkartsupport  Dear Sir Pls look into this matter Payment cut from My Credit Card twice but… https://t.co/XUGQQQKqhs,@_      _                                                                                   …      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@flipkartsupport I already did they told me to contact @flipkartsupport  now tell me what should i do.
They told me… https://t.co/c0G6p2JJjX","                                                                       .
            …      :// .  / 0 6 2    ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@amazonIN @Flipkart
@bbcliveindia @ShahanaKhatoon9
अमेजोन कम्पनी चीटिंग बाज कम्पनी है। मैंने dslr कैमरा मंगाया, जिस… https://t.co/X4PurHewNu","   
   
अमेजोन कम्पनी चीटिंग बाज कम्पनी है। मैंने      कैमरा मंगाया, जिस…      :// .  / 4        ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart deactivate my paylater,                        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"RT @ToushnikY: Not only @Flipkart but also some TV News Channel tried to Vilify Sushant &amp; his Family too.

— Are they Frustrated having los…","                                                                  &   ;               .

—                               …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@DGawhade @Flipkart Aur order cancel nahi kar paye to account hi block kar diya,                                                               ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"I am fully disturb through Flipkart
There were no one single customer care help me.
@flipkartsupport @Flipkart… https://t.co/4sob055Lik","                                   
                                              .
   …      :// .  /4   055   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"#YouAreAHealer - Release the Power of Your Energy Centers &amp; Manifest your Dreams.

Now available on #Flipkart, Book… https://t.co/R57xfhxtBo","#                                                         &   ;                     .

                 #        ,     …      :// .  / 57       ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport Hey @flipkartsupport its been 3 days since i am waiting the response from you. Neither u have call… https://t.co/197MKKmDEJ,                 3                                              .                    …      :// .  /1 7       ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"#Flipkart #flipkartsupport #flipkartscam Ordered the G82, followed up with delivery boy for two days, who did not s… https://t.co/mwjwSf0BBk","#         #                #                          82,                                           ,              …      :// .  /      0   ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"#Flipkart @Flipkart @flipkartsupport
Been in call with Flipkart Customer service for half an hour and they have put… https://t.co/gDMIAzI4kA","#            
                                                                              …      :// .  /       4  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @InfinixIndia: Mushkilon se badi... Darr badi... Hadd se badi... 
#ZiddHaiBadi, kuch kar dikhane ki, aasma ko paane. 

The new Infinix S…","                  ...          ...             ... 
#           ,                    ,               . 

                 …",0.0,0.0,neutral,0.0,2.0,0.0,0.0
"RT @Hindustan2369: #boycottamazonprime
Ab Thik
 @amazon and @Flipkart 
You Can Sell This T Shirt 

@RanveerOfficial Will Be Happy 

#Boycot…"," #                  
       
         
                          

                

#      …",0.0,0.0,neutral,0.0,1.0,0.0,0.0
First the product arrived late and when the product arrived it was a totally different one . What is this Flipkart?… https://t.co/dorAkIQJI9,                                                                                           .                      ?…      :// .  /          ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
Your very own personal theatre at your service with #realmeSmartTVXFullHD’s 24W Quad Stereo Speakers.… https://t.co/M6H6t949Q0,                                                    #                    ’  24                      .…      :// .  / 6 6  4  0,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport I order it 13 days before the occasion 9 days already over you guys say about the return . Do some… https://t.co/0Gu7Bo7bHs,             13                                                                            .        …      :// .  /0  7  7   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@flipkartsupport It is not yet addressed. No support from @Flipkart @flipkartsupport  till now.,                         .                              .,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@Flipkart Ordered Moto G82, have been waiting for delivery, was supposed to be delivered on 26.07.22, followed up w… https://t.co/84yG2Uv3uX","                82,                               ,                                 26.07.22,              …      :// .  /84  2  3  ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart Chor Flipkart abhi tak nahi aaya 😂😂😂 https://t.co/kqWWNf7Irc,                                   😂😂😂      :// .  /      7   ,0.0,0.0,neutral,0.0,2.0,0.0,0.0
@Flipkart @FlipkartSellers @flipkartsupport I have absolutely no faith in flipkart now because it has been 7 days s… https://t.co/9UB3LByG43,                                                                     7       …      :// .  /   3    43,0.0,0.0,neutral,0.0,2.0,0.0,0.0
"@Flipkart Somebody also added this address and name which I don't even know who is he. In my account, your systems… https://t.co/ttef5YOLtk","                                                       '                     .              ,             …      :// .  /    5     ",0.0,0.0,neutral,0.0,2.0,0.0,0.0
